title,address,city,state,postal_code,price,bedroom,bathroom,area,lot_size,year_built,home_type,tax_assessed_value,url
Foreclosure,2938 Arlan Ave,Philadelphia,PA,19136,"$195,000",4,2.0,1479.0,4756.0,1962,MULTI_FAMILY,196300.0,https://www.zillow.com/homedetails/2938-Arlan-Ave-Philadelphia-PA-19136/10523215_zpid/
Apartment for sale,8041 Crispin St,Philadelphia,PA,19136,"$209,900",3,3.0,1188.0,1916.0,1955,MULTI_FAMILY,172000.0,https://www.zillow.com/homedetails/8041-Crispin-St-Philadelphia-PA-19136/10568858_zpid/
Townhouse for sale,4313 Oakmont St,Philadelphia,PA,19136,"$139,900",3,1.0,1116.0,1136.0,1950,TOWNHOUSE,118300.0,https://www.zillow.com/homedetails/4313-Oakmont-St-Philadelphia-PA-19136/10572067_zpid/
Townhouse for sale,4710 Lansing St,Philadelphia,PA,19136,"$155,000",3,1.0,1046.0,1141.0,1953,TOWNHOUSE,91300.0,https://www.zillow.com/homedetails/4710-Lansing-St-Philadelphia-PA-19136/10572937_zpid/
Townhouse for sale,4724 Shelmire Ave,Philadelphia,PA,19136,"$169,900",3,2.0,1290.0,971.0,1953,TOWNHOUSE,101600.0,https://www.zillow.com/homedetails/4724-Shelmire-Ave-Philadelphia-PA-19136/10571726_zpid/
Townhouse for sale,4608 Hartel Ave,Philadelphia,PA,19136,"$139,900",3,1.0,1024.0,1459.0,1945,TOWNHOUSE,110800.0,https://www.zillow.com/homedetails/4608-Hartel-Ave-Philadelphia-PA-19136/10573062_zpid/
Townhouse for sale,3609 Meridian St,Philadelphia,PA,19136,"$224,900",3,2.0,1408.0,1533.0,1950,TOWNHOUSE,160500.0,https://www.zillow.com/homedetails/3609-Meridian-St-Philadelphia-PA-19136/10570677_zpid/
Apartment for sale,8213 Winthrop St,Philadelphia,PA,19136,"$289,900",4,3.0,1722.0,3785.0,1957,MULTI_FAMILY,228400.0,https://www.zillow.com/homedetails/8213-Winthrop-St-Philadelphia-PA-19136/10525014_zpid/
Townhouse for sale,4717 Loring St,Philadelphia,PA,19136,"$139,900",3,2.0,1260.0,901.0,1953,TOWNHOUSE,99500.0,https://www.zillow.com/homedetails/4717-Loring-St-Philadelphia-PA-19136/10571631_zpid/
Condo for sale,8030 Ditman St APT 66,Philadelphia,PA,19136,"$99,999",2,2.0,828.0,-1.0,1960,CONDO,,https://www.zillow.com/homedetails/8030-Ditman-St-APT-66-Philadelphia-PA-19136/2099770140_zpid/
Townhouse for sale,8416 Jackson St,Philadelphia,PA,19136,"$139,900",3,1.0,1152.0,1768.0,1960,TOWNHOUSE,135800.0,https://www.zillow.com/homedetails/8416-Jackson-St-Philadelphia-PA-19136/10575730_zpid/
Townhouse for sale,8107 Terry St,Philadelphia,PA,19136,"$137,500",2,1.0,914.0,1302.0,1950,TOWNHOUSE,120300.0,https://www.zillow.com/homedetails/8107-Terry-St-Philadelphia-PA-19136/10568961_zpid/
Apartment for sale,8008 Crispin St APT D,Philadelphia,PA,19136,"$229,000",2,3.0,1121.0,2613.0,1955,MULTI_FAMILY,163700.0,https://www.zillow.com/homedetails/8008-Crispin-St-APT-D-Philadelphia-PA-19136/10568815_zpid/
Townhouse for sale,4723 Marple St,Philadelphia,PA,19136,"$105,000",3,1.0,1240.0,1219.0,1953,TOWNHOUSE,101700.0,https://www.zillow.com/homedetails/4723-Marple-St-Philadelphia-PA-19136/10572441_zpid/
Townhouse for sale,3539 Rhawn St,Philadelphia,PA,19136,"$129,900",2,1.0,928.0,1515.0,1961,TOWNHOUSE,128000.0,https://www.zillow.com/homedetails/3539-Rhawn-St-Philadelphia-PA-19136/10571241_zpid/
