title,address,city,state,postal_code,price,bedroom,bathroom,area,lot_size,year_built,home_type,tax_assessed_value,url
Townhouse for sale,7021 Lark Pl,Philadelphia,PA,19153,"$170,000",3,2.0,1360.0,1794.0,1965,TOWNHOUSE,128300.0,https://www.zillow.com/homedetails/7021-Lark-Pl-Philadelphia-PA-19153/10414031_zpid/
Townhouse for sale,2547 S 75th St,Philadelphia,PA,19153,"$189,900",3,2.0,1046.0,1141.0,1916,TOWNHOUSE,90400.0,https://www.zillow.com/homedetails/2547-S-75th-St-Philadelphia-PA-19153/10407651_zpid/
Townhouse for sale,2426 S Arcola St,Philadelphia,PA,19153,"$160,000",4,2.0,1056.0,1742.0,1925,TOWNHOUSE,122000.0,https://www.zillow.com/homedetails/2426-S-Arcola-St-Philadelphia-PA-19153/10407751_zpid/
House for sale,8416 Suffolk Pl,Philadelphia,PA,19153,"$325,000",3,3.0,2816.0,4321.0,1960,SINGLE_FAMILY,198900.0,https://www.zillow.com/homedetails/8416-Suffolk-Pl-Philadelphia-PA-19153/10409101_zpid/
Townhouse for sale,7215 Mallard Pl,Philadelphia,PA,19153,"$215,000",3,2.0,1360.0,1785.0,1965,TOWNHOUSE,133900.0,https://www.zillow.com/homedetails/7215-Mallard-Pl-Philadelphia-PA-19153/10414096_zpid/
House for sale,7703 Chelwynde Ave,Philadelphia,PA,19153,"$109,900",3,1.0,1014.0,1306.0,1925,SINGLE_FAMILY,99100.0,https://www.zillow.com/homedetails/7703-Chelwynde-Ave-Philadelphia-PA-19153/10409491_zpid/
Townhouse for sale,7619 Raven Pl,Philadelphia,PA,19153,"$185,000",3,2.0,1418.0,2696.0,1965,TOWNHOUSE,137900.0,https://www.zillow.com/homedetails/7619-Raven-Pl-Philadelphia-PA-19153/10409608_zpid/
Auction,8502 Lyons Pl,Philadelphia,PA,19153,,3,1.0,1440.0,2156.0,1960,SINGLE_FAMILY,124600.0,https://www.zillow.com/homedetails/8502-Lyons-Pl-Philadelphia-PA-19153/10408999_zpid/
Townhouse for sale,8214 Chelwynde Ave,Philadelphia,PA,19153,"$216,999",3,3.0,1320.0,2199.0,1965,TOWNHOUSE,129800.0,https://www.zillow.com/homedetails/8214-Chelwynde-Ave-Philadelphia-PA-19153/10409454_zpid/
House for sale,3109 S 82nd St,Philadelphia,PA,19153,"$175,000",2,2.0,1208.0,2500.0,1925,SINGLE_FAMILY,100700.0,https://www.zillow.com/homedetails/3109-S-82nd-St-Philadelphia-PA-19153/10408834_zpid/
Townhouse for sale,7366 Buist Ave,Philadelphia,PA,19153,"$174,900",3,1.0,1120.0,953.0,1925,TOWNHOUSE,82700.0,https://www.zillow.com/homedetails/7366-Buist-Ave-Philadelphia-PA-19153/10408445_zpid/
