title,address,city,state,postal_code,price,bedroom,bathroom,area,lot_size,year_built,home_type,tax_assessed_value,url
Townhouse for sale,1717 Wallace St,Philadelphia,PA,19130,"$1,275,000",6,5.0,4209.0,3598.0,1920,TOWNHOUSE,736600.0,https://www.zillow.com/homedetails/1717-Wallace-St-Philadelphia-PA-19130/10243691_zpid/
Townhouse for sale,2231 Green St APT 1,Philadelphia,PA,19130,"$365,000",2,2.0,1212.0,1212.0,1900,TOWNHOUSE,244500.0,https://www.zillow.com/homedetails/2231-Green-St-APT-1-Philadelphia-PA-19130/10605691_zpid/
Condo for sale,829 N 29th St APT 1,Philadelphia,PA,19130,"$389,000",1,2.0,1260.0,6243.0,1900,CONDO,259100.0,https://www.zillow.com/homedetails/829-N-29th-St-APT-1-Philadelphia-PA-19130/71245766_zpid/
Townhouse for sale,869 N 30th St,Philadelphia,PA,19130,"$475,000",3,3.0,1550.0,884.0,1920,TOWNHOUSE,394800.0,https://www.zillow.com/homedetails/869-N-30th-St-Philadelphia-PA-19130/10243194_zpid/
Townhouse for sale,2440 Aspen St,Philadelphia,PA,19130,"$615,000",3,3.0,2296.0,988.0,1923,TOWNHOUSE,506200.0,https://www.zillow.com/homedetails/2440-Aspen-St-Philadelphia-PA-19130/10244214_zpid/
Townhouse for sale,939 N 26th St,Philadelphia,PA,19130,"$449,000",3,2.0,1290.0,871.0,1925,TOWNHOUSE,345900.0,https://www.zillow.com/homedetails/939-N-26th-St-Philadelphia-PA-19130/10316308_zpid/
House for sale,1726 Green St # 4,Philadelphia,PA,19130,"$375,000",2,1.0,950.0,-1.0,1900,SINGLE_FAMILY,260000.0,https://www.zillow.com/homedetails/1726-Green-St-4-Philadelphia-PA-19130/10604594_zpid/
Townhouse for sale,1613 North St,Philadelphia,PA,19130,"$1,150,000",4,4.0,2583.0,1132.0,2002,TOWNHOUSE,649500.0,https://www.zillow.com/homedetails/1613-North-St-Philadelphia-PA-19130/62675404_zpid/
Townhouse for sale,1514 Mount Vernon St # 101,Philadelphia,PA,19130,"$254,900",2,1.0,800.0,801.0,1900,TOWNHOUSE,210700.0,https://www.zillow.com/homedetails/1514-Mount-Vernon-St-101-Philadelphia-PA-19130/87766118_zpid/
Townhouse for sale,1702 Wallace St # 2,Philadelphia,PA,19130,"$250,000",2,1.0,731.0,871.0,1920,TOWNHOUSE,215200.0,https://www.zillow.com/homedetails/1702-Wallace-St-2-Philadelphia-PA-19130/87762996_zpid/
