title,address,city,state,postal_code,price,bedroom,bathroom,area,lot_size,year_built,home_type,tax_assessed_value,url
Townhouse for sale,3342 Fordham Rd,Philadelphia,PA,19114,"$220,000",3,2.0,1164.0,2683.0,1955,TOWNHOUSE,157200.0,https://www.zillow.com/homedetails/3342-Fordham-Rd-Philadelphia-PA-19114/10523709_zpid/
Apartment for sale,3440 Aubrey Ave,Philadelphia,PA,19114,"$224,900",3,2.0,1224.0,3388.0,1960,MULTI_FAMILY,182200.0,https://www.zillow.com/homedetails/3440-Aubrey-Ave-Philadelphia-PA-19114/10524393_zpid/
Townhouse for sale,10203 N Canterbury Rd,Philadelphia,PA,19114,"$249,000",3,3.0,1586.0,2178.0,1988,TOWNHOUSE,201900.0,https://www.zillow.com/homedetails/10203-N-Canterbury-Rd-Philadelphia-PA-19114/10577131_zpid/
Apartment for sale,4418 Arendell Ave,Philadelphia,PA,19114,"$255,000",3,2.0,1054.0,2487.0,1970,MULTI_FAMILY,196600.0,https://www.zillow.com/homedetails/4418-Arendell-Ave-Philadelphia-PA-19114/10574984_zpid/
Townhouse for sale,3611 Morrell Cir,Philadelphia,PA,19114,"$224,900",3,2.0,1260.0,1803.0,1961,TOWNHOUSE,180100.0,https://www.zillow.com/homedetails/3611-Morrell-Cir-Philadelphia-PA-19114/10578054_zpid/
House for sale,9348 Annapolis Rd,Philadelphia,PA,19114,"$245,000",4,2.0,1880.0,8999.0,1953,SINGLE_FAMILY,215500.0,https://www.zillow.com/homedetails/9348-Annapolis-Rd-Philadelphia-PA-19114/10525581_zpid/
For sale by owner,3524 President St,Philadelphia,PA,19114,"$179,500",3,2.0,1440.0,2700.0,1960,SINGLE_FAMILY,195000.0,https://www.zillow.com/homedetails/3524-President-St-Philadelphia-PA-19114/10577604_zpid/
Townhouse for sale,3671 N Hereford Ln,Philadelphia,PA,19114,"$234,900",4,2.0,2100.0,2064.0,1964,TOWNHOUSE,184800.0,https://www.zillow.com/homedetails/3671-N-Hereford-Ln-Philadelphia-PA-19114/10579145_zpid/
House for sale,9555 Tulip St,Philadelphia,PA,19114,"$497,000",4,3.0,2800.0,5000.0,2009,SINGLE_FAMILY,422300.0,https://www.zillow.com/homedetails/9555-Tulip-St-Philadelphia-PA-19114/102673495_zpid/
House for sale,9509-11 Frankford Ave,Philadelphia,PA,19114,"$225,000",3,1.0,1619.0,9583.0,1925,SINGLE_FAMILY,263400.0,https://www.zillow.com/homedetails/9509-11-Frankford-Ave-Philadelphia-PA-19114/10575373_zpid/
House for sale,3208 Holyoke Rd,Philadelphia,PA,19114,"$275,000",3,2.0,2080.0,4007.0,1950,SINGLE_FAMILY,213900.0,https://www.zillow.com/homedetails/3208-Holyoke-Rd-Philadelphia-PA-19114/10523767_zpid/
For sale by owner,52104 Delaire Landing Rd # 104,Philadelphia,PA,19114,"$255,000",2,1.0,992.0,992.0,1972,CONDO,122000.0,https://www.zillow.com/homedetails/52104-Delaire-Landing-Rd-104-Philadelphia-PA-19114/10612157_zpid/
For sale by owner,3951 Constance Rd,Philadelphia,PA,19114,"$229,900",3,3.0,1386.0,2324.0,1978,TOWNHOUSE,194300.0,https://www.zillow.com/homedetails/3951-Constance-Rd-Philadelphia-PA-19114/10579479_zpid/
