title,address,city,state,postal_code,price,bedroom,bathroom,area,year_built,lot_size,home_type
Apartment for rent,231 Hermitage St # 3R,Philadelphia,PA,19127,$550/mo,0,1.0,,-1,-1.0,MULTI_FAMILY
House for rent,3815 Cresson St,Philadelphia,PA,19127,"$2,200/mo",4,2.0,1990.0,1900,2012.0,SINGLE_FAMILY
House for rent,115 Shurs Ln,Philadelphia,PA,19127,"$4,000/mo",5,4.5,2400.0,2015,1150.0,SINGLE_FAMILY
Townhouse for rent,4128 Tower St,Philadelphia,PA,19127,"$4,000/mo",5,5.5,1932.0,2016,657.0,TOWNHOUSE
Townhouse for rent,4126 Tower St,Philadelphia,PA,19127,"$3,700/mo",5,5.5,1932.0,2016,657.0,TOWNHOUSE
Apartment for rent,5205 Ridge D,Philadelphia,PA,19127,"$1,025+/mo",1,1.0,,-1,-1.0,APARTMENT
Townhouse for rent,266 Ripka St,Philadelphia,PA,19127,"$2,600/mo",3,2.5,2692.0,2000,2090.0,TOWNHOUSE
Townhouse for rent,4823 Umbria St # 2,Philadelphia,PA,19127,"$1,175/mo",2,1.0,800.0,1910,-1.0,TOWNHOUSE
House for rent,4450 Silverwood St,Philadelphia,PA,19127,"$1,850/mo",3,2.0,1332.0,1930,1306.0,SINGLE_FAMILY
Townhouse for rent,4845 Ogle St,Philadelphia,PA,19127,"$2,200/mo",4,2.5,2100.0,2000,1353.0,TOWNHOUSE
Townhouse for rent,173 East St,Philadelphia,PA,19127,"$2,000/mo",4,1.5,1620.0,1900,1474.0,TOWNHOUSE
House for rent,155 Fountain St,Philadelphia,PA,19127,"$2,300/mo",4,2.5,1428.0,1946,2178.0,SINGLE_FAMILY
Townhouse for rent,140 Gay St,Philadelphia,PA,19127,"$2,495/mo",3,2.0,2200.0,2000,1569.0,TOWNHOUSE
House for rent,220 Carson St,Philadelphia,PA,19127,"$1,695/mo",3,1.0,1600.0,1940,1773.0,SINGLE_FAMILY
House for rent,144 Levering St,Philadelphia,PA,19127,"$2,800/mo",3,3.5,2035.0,2016,1932.0,SINGLE_FAMILY
Townhouse for rent,163 Levering St,Philadelphia,PA,19127,"$3,195/mo",4,4.0,2000.0,2016,1567.0,TOWNHOUSE
Townhouse for rent,113 Ripka St,Philadelphia,PA,19127,"$2,295/mo",4,1.5,1730.0,1900,1742.0,TOWNHOUSE
Townhouse for rent,4043 Cresson St,Philadelphia,PA,19127,"$2,750/mo",3,2.5,1728.0,2004,3920.0,TOWNHOUSE
Townhouse for rent,123 Levering St,Philadelphia,PA,19127,"$2,200/mo",4,2.0,1286.0,1925,41817600.0,TOWNHOUSE
House for rent,4652 Sheldon St,Philadelphia,PA,19127,"$2,850/mo",4,2.0,2850.0,1940,3718.0,SINGLE_FAMILY
House for rent,115 Kingsley St,Philadelphia,PA,19127,"$1,700/mo",3,1.0,1100.0,1900,1809.0,SINGLE_FAMILY
Townhouse for rent,4838 Smick St,Philadelphia,PA,19127,"$1,350/mo",2,1.0,720.0,1900,1138.0,TOWNHOUSE
Apartment for rent,4349 Main St APT 3,Philadelphia,PA,19127,"$1,375/mo",1,1.0,650.0,1900,-1.0,APARTMENT
Townhouse for rent,143 East St,Philadelphia,PA,19127,"$2,150/mo",4,2.0,1680.0,1900,1306.0,TOWNHOUSE
House for rent,4521 Ritchie St,Phila,PA,19127,"$2,600/mo",4,2.5,2000.0,2013,-1.0,SINGLE_FAMILY
Apartment for rent,3793 Cresson St # 2,Philadelphia,PA,19127,"$1,250/mo",2,1.0,1826.0,1900,-1.0,APARTMENT
Townhouse for rent,4853 Umbria St,Philadelphia,PA,19127,"$1,750/mo",3,1.5,1170.0,1920,37949472.0,TOWNHOUSE
House for rent,129 Krams Ave,Philadelphia,PA,19127,"$2,300/mo",4,1.5,1800.0,1910,1158.0,SINGLE_FAMILY
Townhouse for rent,4813 Ogle St,Philadelphia,PA,19127,"$1,900/mo",3,2.0,1700.0,1919,2696.0,TOWNHOUSE
Townhouse for rent,226 Ripka St,Philadelphia,PA,19127,"$2,299/mo",4,2.5,2070.0,1920,1764.0,TOWNHOUSE
Townhouse for rent,Tower St,Philadelphia,PA,19127,"$1,595/mo",3,1.0,1000.0,-1,-1.0,TOWNHOUSE
Apartment for rent,130 Green Ln # 2,Philadelphia,PA,19127,"$1,650/mo",1,1.0,1645.0,1900,-1.0,APARTMENT
Townhouse for rent,219 Hermitage St,Philadelphia,PA,19127,"$2,195/mo",3,3.5,2088.0,1900,1657.0,TOWNHOUSE
Townhouse for rent,298 Greenough St # 2,Philadelphia,PA,19127,"$1,300/mo",2,1.0,900.0,1970,-1.0,TOWNHOUSE
Apartment for rent,2 Leverington Ave # 28,Philadelphia,PA,19127,"$1,790/mo",2,2.0,1339.0,2004,-1.0,MULTI_FAMILY
House for rent,102 Ripka St,Philadelphia,PA,19127,"$1,695/mo",3,1.5,1300.0,1900,1052.0,SINGLE_FAMILY
