title,address,city,state,postal_code,price,bedroom,bathroom,area,year_built,lot_size,home_type
House for rent,1860 E Atlantic St,Philadelphia,PA,19134,$975/mo,3,1.0,914.0,1910,810.0,SINGLE_FAMILY
Apartment for rent,3104 Richmond St APT 1,Philadelphia,PA,19134,"$1,150/mo",2,1.0,1350.0,-1,-1.0,APARTMENT
Apartment for rent,Amber St,Philadelphia,PA,19134,$600/mo,0,1.0,,-1,-1.0,APARTMENT
Townhouse for rent,3574 Mercer St,Philadelphia,PA,19134,"$1,150/mo",3,1.0,1016.0,1910,952.0,TOWNHOUSE
Apartment for rent,2700 Albright St # 2074,Philadelphia,PA,19134,$975/mo,3,1.0,,-1,-1.0,APARTMENT
House for rent,E Clementine St,Philadelphia,PA,19134,$950/mo,3,3.0,1040.0,1920,-1.0,SINGLE_FAMILY
Apartment for rent,Hart Ln,Philadelphia,PA,19134,$575/mo,0,1.0,,-1,-1.0,APARTMENT
House for rent,2976 Tilton St,Philadelphia,PA,19134,"$1,100/mo",2,1.0,1036.0,1920,721.0,SINGLE_FAMILY
House for rent,2060 E Monmouth St,Philadelphia,PA,19134,$890/mo,2,1.0,944.0,2018,871.0,SINGLE_FAMILY
Apartment for rent,3655 Frankford Ave # A,Philadelphia,PA,19134,"$1,300/mo",3,1.0,,-1,-1.0,MULTI_FAMILY
Townhouse for rent,3132 Tulip St,Philadelphia,PA,19134,"$1,300/mo",3,1.0,986.0,1925,1219.0,TOWNHOUSE
Townhouse for rent,3610 Sepviva St,Philadelphia,PA,19134,"$1,000/mo",2,1.0,851.0,1910,1110.0,TOWNHOUSE
House for rent,Jasper St,Philadelphia,PA,19134,"$1,000/mo",2,2.5,,-1,-1.0,SINGLE_FAMILY
Townhouse for rent,3126 Salmon St,Philadelphia,PA,19134,"$1,250/mo",2,1.5,868.0,1920,37949472.0,TOWNHOUSE
Townhouse for rent,3178 Edgemont St,Philadelphia,PA,19134,"$1,350/mo",3,1.0,1250.0,1920,1285.0,TOWNHOUSE
Apartment for rent,2639 E Ontario St # A,Philadelphia,PA,19134,"$1,250/mo",2,1.5,950.0,1920,-1.0,APARTMENT
Townhouse for rent,Albright St,Philadelphia,PA,19134,$975/mo,3,1.0,1158.0,1935,-1.0,TOWNHOUSE
Apartment for rent,Frankford Ave,Philadelphia,PA,19134,"$1,400/mo",5,1.5,,-1,-1.0,APARTMENT
House for rent,2811 E Venango St,Philadelphia,PA,19134,"$1,400/mo",2,1.5,1000.0,1910,993.0,SINGLE_FAMILY
House for rent,2064 Albright St,Philadelphia,PA,19134,"$1,200/mo",3,1.0,1158.0,1920,876.0,SINGLE_FAMILY
House for rent,3501 Janney St,Philadelphia,PA,19134,"$2,500/mo",0,1.0,1600.0,-1,-1.0,SINGLE_FAMILY
Apartment for rent,3347 Tulip St APT 2,Philadelphia,PA,19134,"$1,100/mo",1,1.0,,-1,-1.0,MULTI_FAMILY
Apartment for rent,3648 Frankford Ave,Philadelphia,PA,19134,$625/mo,0,1.0,,-1,-1.0,APARTMENT
Townhouse for rent,616 E Lippincott St,Philadelphia,PA,19134,$950/mo,3,1.0,1064.0,1920,714.0,TOWNHOUSE
House for rent,2960 Weikel St,Philadelphia,PA,19134,"$1,500/mo",3,1.5,1116.0,1910,867.0,SINGLE_FAMILY
Townhouse for rent,3015 Tilton St,Philadelphia,PA,19134,"$1,200/mo",2,1.0,746.0,1965,566.0,TOWNHOUSE
Condo for rent,3105 Frankford Ave,Philadelphia,PA,19134,$800/mo,0,1.0,2550.0,1910,2000.0,CONDO
Apartment for rent,2989 Livingston St,Philadelphia,PA,19134,"$2,200+/mo",3,2.5,2000.0,2014,-1.0,APARTMENT
Apartment for rent,2991 Livingston St,Philadelphia,PA,19134,"$2,200+/mo",3,2.5,2000.0,2014,-1.0,APARTMENT
House for rent,2967 Weikel St,Philadelphia,PA,19134,"$1,200/mo",3,1.5,1134.0,1910,871.0,SINGLE_FAMILY
Apartment for rent,3341 E Tulip St # B,Philadelphia,PA,19134,"$1,100/mo",1,1.0,,-1,-1.0,APARTMENT
Townhouse for rent,2978 Tulip St,Philadelphia,PA,19134,"$1,100/mo",3,1.0,1076.0,1920,946.0,TOWNHOUSE
House for rent,3120 Cedar St,Philadelphia,PA,19134,"$1,500/mo",3,1.5,1092.0,1920,962.0,SINGLE_FAMILY
House for rent,3066 Tilton St,Philadelphia,PA,19134,"$1,195/mo",2,1.0,720.0,1920,576.0,SINGLE_FAMILY
Apartment for rent,1822 E Glenwood Ave # 201,Philadelphia,PA,19134,"$1,995/mo",1,2.0,,2012,-1.0,MULTI_FAMILY
House for rent,2230 E Clearfield St,Philadelphia,PA,19134,"$1,095/mo",3,2.0,888.0,1920,871.0,SINGLE_FAMILY
House for rent,1829 E Thayer St,Philadelphia,PA,19134,"$1,000/mo",2,1.0,912.0,1900,612.0,SINGLE_FAMILY
