title,address,city,state,postal_code,price,bedroom,bathroom,area,lot_size,year_built,home_type,tax_assessed_value,url
Apartment for sale,5903 Cedar Ave,Philadelphia,PA,19143,"$140,000",4,2.0,1456.0,1511.0,1925,MULTI_FAMILY,87900.0,https://www.zillow.com/homedetails/5903-Cedar-Ave-Philadelphia-PA-19143/10185537_zpid/
House for sale,1501 S 47th St,Philadelphia,PA,19143,"$199,900",7,3.0,1446.0,958.0,1940,SINGLE_FAMILY,64800.0,https://www.zillow.com/homedetails/1501-S-47th-St-Philadelphia-PA-19143/10309265_zpid/
Townhouse for sale,5622 Warrington Ave,Philadelphia,PA,19143,"$175,000",3,2.0,1180.0,1171.0,1925,TOWNHOUSE,55400.0,https://www.zillow.com/homedetails/5622-Warrington-Ave-Philadelphia-PA-19143/10483195_zpid/
House for sale,5711 Ashland Ave,Philadelphia,PA,19143,"$80,000",4,2.0,1696.0,1742.0,1920,SINGLE_FAMILY,64400.0,https://www.zillow.com/homedetails/5711-Ashland-Ave-Philadelphia-PA-19143/10480892_zpid/
Townhouse for sale,5729 Belmar St,Philadelphia,PA,19143,"$122,000",3,1.0,798.0,836.0,1925,TOWNHOUSE,,https://www.zillow.com/homedetails/5729-Belmar-St-Philadelphia-PA-19143/2080472615_zpid/
Townhouse for sale,932 S Paxon St,Philadelphia,PA,19143,"$99,000",4,1.0,1920.0,1080.0,1925,TOWNHOUSE,75900.0,https://www.zillow.com/homedetails/932-S-Paxon-St-Philadelphia-PA-19143/10477844_zpid/
Townhouse for sale,1623 S Conestoga St,Philadelphia,PA,19143,"$109,000",3,2.0,990.0,901.0,1925,TOWNHOUSE,51400.0,https://www.zillow.com/homedetails/1623-S-Conestoga-St-Philadelphia-PA-19143/10484114_zpid/
Townhouse for sale,1338 S Paxon St,Philadelphia,PA,19143,"$230,000",3,2.0,1210.0,810.0,1940,TOWNHOUSE,20400.0,https://www.zillow.com/homedetails/1338-S-Paxon-St-Philadelphia-PA-19143/10309730_zpid/
For sale by owner,1912 S Ithan St,Philadelphia,PA,19143,"$45,000",3,1.0,990.0,953.0,1965,TOWNHOUSE,57400.0,https://www.zillow.com/homedetails/1912-S-Ithan-St-Philadelphia-PA-19143/10484481_zpid/
Condo for sale,4637 Pine St APT D405,Philadelphia,PA,19143,"$280,000",2,1.0,1258.0,-1.0,1920,CONDO,179800.0,https://www.zillow.com/homedetails/4637-Pine-St-APT-D405-Philadelphia-PA-19143/10607450_zpid/
