title,address,city,state,postal_code,price,bedroom,bathroom,area,lot_size,year_built,home_type,tax_assessed_value,url
House for sale,619 Sharon Ln,Philadelphia,PA,19115,"$372,900",4,3.0,1700.0,10890.0,1965,SINGLE_FAMILY,289200.0,https://www.zillow.com/homedetails/619-Sharon-Ln-Philadelphia-PA-19115/80942396_zpid/
House for sale,729 Alburger Ave,Philadelphia,PA,19115,"$299,000",3,2.0,1567.0,5998.0,1960,SINGLE_FAMILY,251400.0,https://www.zillow.com/homedetails/729-Alburger-Ave-Philadelphia-PA-19115/10565852_zpid/
Apartment for sale,9825 Cowden St,Philadelphia,PA,19115,"$259,900",3,3.0,1720.0,2800.0,1965,MULTI_FAMILY,210000.0,https://www.zillow.com/homedetails/9825-Cowden-St-Philadelphia-PA-19115/10529119_zpid/
Townhouse for sale,9112 Springview Rd,Philadelphia,PA,19115,"$265,000",3,3.0,1800.0,5828.0,1999,TOWNHOUSE,245200.0,https://www.zillow.com/homedetails/9112-Springview-Rd-Philadelphia-PA-19115/10566383_zpid/
For sale by owner,1255 Serota Pl,Philadelphia,PA,19115,"$649,900",5,4.0,3000.0,5700.0,1990,SINGLE_FAMILY,395000.0,https://www.zillow.com/homedetails/1255-Serota-Pl-Philadelphia-PA-19115/10527108_zpid/
House for sale,12 Covered Bridge Path,Philadelphia,PA,19115,"$479,000",4,3.0,3000.0,4970.0,1988,SINGLE_FAMILY,335000.0,https://www.zillow.com/homedetails/12-Covered-Bridge-Path-Philadelphia-PA-19115/10528102_zpid/
House for sale,8895 Alton St,Philadelphia,PA,19115,"$389,900",4,3.0,2100.0,6791.0,1965,SINGLE_FAMILY,296000.0,https://www.zillow.com/homedetails/8895-Alton-St-Philadelphia-PA-19115/80949062_zpid/
House for sale,9714 Bridle Rd,Philadelphia,PA,19115,"$524,899",4,3.0,3510.0,6298.0,2007,SINGLE_FAMILY,450000.0,https://www.zillow.com/homedetails/9714-Bridle-Rd-Philadelphia-PA-19115/87762236_zpid/
House for sale,9546 Wick Rd,Philadelphia,PA,19115,"$374,900",3,3.0,1644.0,9374.0,1957,SINGLE_FAMILY,280000.0,https://www.zillow.com/homedetails/9546-Wick-Rd-Philadelphia-PA-19115/80948645_zpid/
House for sale,1078 Welsh Rd,Philadelphia,PA,19115,"$399,900",4,3.0,2222.0,57865.0,1951,SINGLE_FAMILY,368100.0,https://www.zillow.com/homedetails/1078-Welsh-Rd-Philadelphia-PA-19115/10565023_zpid/
Townhouse for sale,9946 Woodfern Rd,Philadelphia,PA,19115,"$315,000",3,2.0,1557.0,4382.0,1957,TOWNHOUSE,202000.0,https://www.zillow.com/homedetails/9946-Woodfern-Rd-Philadelphia-PA-19115/10527886_zpid/
