title,address,city,state,postal_code,price,bedroom,bathroom,area,lot_size,year_built,home_type,tax_assessed_value,url
Condo for sale,1124 S 20th St # B,Philadelphia,PA,19146,"$230,000",3,2.0,1512.0,-1.0,2020,CONDO,,https://www.zillow.com/homedetails/1124-S-20th-St-B-Philadelphia-PA-19146/2080550332_zpid/
Townhouse for sale,2014 Pemberton St,Philadelphia,PA,19146,"$449,000",2,2.0,896.0,801.0,1925,TOWNHOUSE,310300.0,https://www.zillow.com/homedetails/2014-Pemberton-St-Philadelphia-PA-19146/10318710_zpid/
Townhouse for sale,1639 Fitzwater St,Philadelphia,PA,19146,"$750,000",3,3.0,2160.0,1006.0,1920,TOWNHOUSE,561800.0,https://www.zillow.com/homedetails/1639-Fitzwater-St-Philadelphia-PA-19146/10318745_zpid/
Townhouse for sale,1813 Dickinson St,Philadelphia,PA,19146,"$229,000",3,2.0,1200.0,1041.0,1925,TOWNHOUSE,113200.0,https://www.zillow.com/homedetails/1813-Dickinson-St-Philadelphia-PA-19146/10365280_zpid/
Townhouse for sale,743 S Cleveland St,Philadelphia,PA,19146,"$400,000",2,1.0,896.0,696.0,1915,TOWNHOUSE,264500.0,https://www.zillow.com/homedetails/743-S-Cleveland-St-Philadelphia-PA-19146/10319910_zpid/
Townhouse for sale,1515 S Ringgold St,Philadelphia,PA,19146,"$245,000",3,2.0,2096.0,701.0,1920,TOWNHOUSE,66200.0,https://www.zillow.com/homedetails/1515-S-Ringgold-St-Philadelphia-PA-19146/10368265_zpid/
Townhouse for sale,1234 S Bonsall St,Philadelphia,PA,19146,"$335,000",2,2.0,1255.0,805.0,1925,TOWNHOUSE,94600.0,https://www.zillow.com/homedetails/1234-S-Bonsall-St-Philadelphia-PA-19146/10363221_zpid/
Townhouse for sale,1519 S Stillman St,Philadelphia,PA,19146,"$150,000",3,1.0,756.0,614.0,1920,TOWNHOUSE,54500.0,https://www.zillow.com/homedetails/1519-S-Stillman-St-Philadelphia-PA-19146/10368584_zpid/
Townhouse for sale,2238 Greenwich St,Philadelphia,PA,19146,"$289,900",3,2.0,1120.0,683.0,1923,TOWNHOUSE,245000.0,https://www.zillow.com/homedetails/2238-Greenwich-St-Philadelphia-PA-19146/10367446_zpid/
Townhouse for sale,2621 Oakford St,Philadelphia,PA,19146,"$325,000",3,2.0,1048.0,910.0,1920,TOWNHOUSE,68200.0,https://www.zillow.com/homedetails/2621-Oakford-St-Philadelphia-PA-19146/10363668_zpid/
Condo for sale,1909 Christian St # A,Philadelphia,PA,19146,"$250,000",2,1.0,516.0,-1.0,1900,CONDO,151400.0,https://www.zillow.com/homedetails/1909-Christian-St-A-Philadelphia-PA-19146/87764023_zpid/
Townhouse for sale,1321 S 16th St,Philadelphia,PA,19146,"$520,000",3,3.0,2450.0,792.0,2015,TOWNHOUSE,49100.0,https://www.zillow.com/homedetails/1321-S-16th-St-Philadelphia-PA-19146/118347187_zpid/
Condo for sale,753 S 17th St # C,Philadelphia,PA,19146,"$349,900",2,1.0,1191.0,1408.0,2011,CONDO,314200.0,https://www.zillow.com/homedetails/753-S-17th-St-C-Philadelphia-PA-19146/10319747_zpid/
Townhouse for sale,1637 Webster St,Philadelphia,PA,19146,"$364,500",2,1.0,1296.0,640.0,1920,TOWNHOUSE,337200.0,https://www.zillow.com/homedetails/1637-Webster-St-Philadelphia-PA-19146/10319021_zpid/
Townhouse for sale,1608 Addison St,Philadelphia,PA,19146,"$525,000",2,2.0,1056.0,509.0,1914,TOWNHOUSE,542700.0,https://www.zillow.com/homedetails/1608-Addison-St-Philadelphia-PA-19146/10210526_zpid/
