title,address,city,state,postal_code,price,bedroom,bathroom,area,year_built,lot_size,home_type
Apartment for rent,4518 Cottman Ave,Philadelphia,PA,19135,$900+/mo,1,1.0,750.0,-1,-1.0,APARTMENT
Apartment for rent,6438 Marsden St FLOOR 2,Philadelphia,PA,19135,$900/mo,2,1.0,900.0,-1,-1.0,APARTMENT
Apartment for rent,4421 Princeton Ave # 2,Philadelphia,PA,19135,$800/mo,1,1.0,400.0,-1,-1.0,APARTMENT
Townhouse for rent,4528 Robbins Ave,Philadelphia,PA,19135,"$1,050/mo",2,1.0,928.0,1950,1237.0,TOWNHOUSE
House for rent,4341 Princeton Ave,Philadelphia,PA,19135,"$1,450/mo",3,2.0,1634.0,1949,1829.0,SINGLE_FAMILY
Apartment for rent,7232 Frankford Ave FLOOR 2,Philadelphia,PA,19135,$800/mo,2,1.0,,-1,-1.0,MULTI_FAMILY
House for rent,7117 Hegerman St,Philadelphia,PA,19135,"$1,450/mo",3,1.5,1400.0,1955,2250.0,SINGLE_FAMILY
Apartment for rent,4720 Princeton Ave FLOOR 2,Philadelphia,PA,19135,$850/mo,1,1.0,,-1,-1.0,APARTMENT
Apartment for rent,5817 Hegerman St APT 6,Philadelphia,PA,19135,$925/mo,2,1.0,700.0,-1,-1.0,APARTMENT
House for rent,4312 Devereaux Ave,Philadelphia,PA,19135,"$1,200/mo",3,1.5,1350.0,-1,-1.0,SINGLE_FAMILY
Townhouse for rent,7136 Torresdale Ave,Philadelphia,PA,19135,$950/mo,2,1.0,900.0,1945,1463.0,TOWNHOUSE
Apartment for rent,4618 Disston St # 2,Philadelphia,PA,19135,"$1,200/mo",2,1.0,,-1,-1.0,APARTMENT
Townhouse for rent,Algard St,Philadelphia,PA,19135,"$1,150/mo",3,1.0,1150.0,-1,-1.0,TOWNHOUSE
House for rent,6314 Keystone St,Philadelphia,PA,19135,"$1,975/mo",4,2.0,1400.0,1910,6969.0,SINGLE_FAMILY
Apartment for rent,6626 Ditman St # STUDIO,Philadelphia,PA,19135,$648/mo,0,1.0,580.0,1960,-1.0,APARTMENT
Apartment for rent,4153 Elbridge St,Philadelphia,PA,19135,"$1,200/mo",3,1.5,1280.0,1950,1080.0,APARTMENT
Apartment for rent,4502 Benner St # 1,Philadelphia,PA,19135,$950/mo,1,1.0,1220.0,-1,-1.0,APARTMENT
Apartment for rent,4724 Princeton Ave,Philadelphia,PA,19135,$100+/mo,0,1.0,200.0,-1,-1.0,APARTMENT
House for rent,6004 Cottage St,Philadelphia,PA,19135,"$1,200/mo",3,1.0,1120.0,1950,871.0,SINGLE_FAMILY
Apartment for rent,6605 Hegerman St APT 5,Philadelphia,PA,19135,$800/mo,1,1.0,,-1,-1.0,APARTMENT
Condo for rent,7166 Marsden St,Philadelphia,PA,19135,$850/mo,1,1.0,2016.0,1947,1472.0,CONDO
Townhouse for rent,7132 Torresdale Ave,Philadelphia,PA,19135,"$1,300/mo",3,1.0,1324.0,1945,1560.0,TOWNHOUSE
Townhouse for rent,4715 Knorr St,Philadelphia,PA,19135,"$1,400/mo",3,1.0,1320.0,1920,1123.0,TOWNHOUSE
House for rent,6712 Ditman St,Philadelphia,PA,19135,"$1,050/mo",3,1.0,1710.0,2000,1.0,SINGLE_FAMILY
Condo for rent,5919 Torresdale Ave,Philadelphia,PA,19135,"$1,195/mo",3,1.0,1500.0,1920,3600.0,CONDO
House for rent,7128 Edmund St,Philadelphia,PA,19135,"$1,050/mo",2,1.0,1288.0,1937,1306.0,SINGLE_FAMILY
House for rent,6818 Vandike St,Philadelphia,PA,19135,"$1,000/mo",2,1.0,960.0,1935,1306.0,SINGLE_FAMILY
Apartment for rent,6919 Walker St,Philadelphia,PA,19135,$845/mo,1,1.0,,-1,-1.0,APARTMENT
House for rent,7112 Tulip St,Philadelphia,PA,19135,"$1,200/mo",3,1.0,1260.0,1955,1306.0,SINGLE_FAMILY
Townhouse for rent,6954 Keystone St APT 3B,Philadelphia,PA,19135,$900/mo,1,1.0,,1962,-1.0,TOWNHOUSE
House for rent,6736 Marsden St,Philadelphia,PA,19135,"$1,075/mo",2,1.0,980.0,1935,1306.0,SINGLE_FAMILY
